google	247	google	0.9151388514524685
google	249	google drive	0.8978525035385534
google	250	google search	0.8065469748935412
google	248	google bombing	0.6513688250957795
google	326	keyword (internet search)	0.3675069829578721
google	519	search engine optimization	0.3675069829578721
google	98	comparison of web search engines	0.1688219315571166
google	225	filter bubble	0.16871171992093983
google	433	pagerank	0.15491243111884753
google	420	open drive	0.1511992861550182
google	343	list of search engines	0.11844507301093543
google	637	web search engine	0.1054152499815786
google	345	local search (internet)	0.1011055667635091
google	533	social search	0.09718801924610906
google	427	organic search	0.07753339206854146
google	619	volunia	0.06941268788029649
google	251	google effect	0.06322630973183009
google	56	blackle.com	0.052171834258380866
google	518	search engine marketing	0.04472198029050329
google	339	linkrot	0.04265519603900216
google	19	alltheweb	0.04217839009344298
google	277	info.com	0.04036159032807834
google	369	meta tags	0.03701662686785738
google	228	forestle	0.034838145005734504
google	172	desktop search	0.032774195919591145
google	194	duckduckgo	0.027815057809815535
google	644	wikia search	0.02700917084203389
google	513	search aggregator	0.026020525085949587
google	360	mass surveillance	0.023470653552482953
google	52	bing	0.023075085394165622
google	344	live search	0.023075085394165622
google	354	msn search	0.023075085394165622
google	461	proximity search (text)	0.021415542828550044
google	618	voice search	0.021008932006922672
google	453	principle of least astonishment	0.020322988278506447
google	15	alan emtage	0.01910131749101304
google	492	robots.txt	0.018329336888337378
google	493	robots exclusion standard	0.018329336888337378
google	130	cuil	0.017328157253817804
google	434	paid inclusion	0.016498255867706847
google	656	yebol	0.016284614659460878
google	466	quaero	0.01601381679645541
google	539	software release life cycle	0.015626425426498915
google	57	blekko	0.01541904587796015
google	525	semantic search	0.015378635928532072
google	22	alvin weinberg	0.015375282657744786
google	447	powerset (company)	0.014302112527813039
google	635	web robot	0.013601134194732967
google	620	w3catalog	0.013168313991720488
google	508	scalability	0.01303983340029029
google	123	contextual advertising	0.012770285566681121
google	336	leapfish	0.012456822149929882
google	199	eli pariser	0.012418733249344234
google	612	vertical search	0.012336952806250613
google	473	r (programming language)	0.011782648633607284
google	81	chemicalize.org	0.011227380975294408
google	408	number theory	0.010826192622123651
google	48	bibliometrics	0.009424207773498531
google	399	natural language search engine	0.009223401891378862
google	647	wolfram alpha	0.008870241466210918
google	208	exalead	0.008474526960578217
google	320	jumpstation	0.008122070037083927
google	512	search engine watch	0.00793772951638348
google	373	microsoft	0.007803770458974018
google	87	cloud storage	0.007751488229038042
google	520	search engine results pages	0.007689457776036867
google	613	video search engine	0.007599007643976484
google	252	gopher (protocol)	0.007465875236020974
google	655	yandex	0.007115369379463098
google	522	selection-based search	0.006812673739791461
google	45	baidu	0.006794177087936154
google	567	surveillance	0.006771128735222623
google	624	web cache	0.006566901172227917
google	645	wikiseek	0.006544082049431269
google	23	analysis of algorithms	0.006490388280062708
google	223	federated search	0.006238516634653965
google	7	academic journal	0.006165521279351566
google	235	general architecture for text engineering	0.005973507821374738
google	311	jhepwork	0.005965428342343477
google	282	information architecture	0.005907165148759919
google	165	daum communications	0.005905460998569945
google	35	ask.com	0.005648325059592384
google	21	altavista	0.00563395297116839
google	245	goby inc.	0.005549057700515695
google	657	yummly	0.005447931401787267
google	596	us congress	0.005369622727469681
google	654	yahoo! search	0.005300964237970543
google	27	anomaly detection	0.0052686061570884546
google	255	guruji.com	0.005101517774748759
google	485	representational state transfer	0.005091486438344362
google	511	searchme	0.00502096762529815
google	653	yahoo!	0.004924864926606193
google	546	spell checker	0.004702894820889979
google	337	learning to rank	0.004447399862879307
google	156	data set	0.00431224891834658
google	487	rexer's annual data miner survey	0.004268231999939623
google	391	nltk	0.0042004869076167186
google	397	natural language toolkit	0.0042004869076167186
google	648	world wide web	0.003986707581149311
google	592	true knowledge	0.003980847410620528
google	305	internet search engines and libraries	0.003972903117422793
google	584	tim berners-lee	0.003952930021734154
google	514	search directory	0.003918556023487946
google	627	web directories	0.003918556023487946
google	628	web directory	0.003918556023487946
google	18	aliweb	0.003907677039079079
google	187	dogpile	0.0038483306739460475
google	622	webcrawler	0.0038444236521696976
google	574	teoma	0.0037721651871756405
google	401	naver	0.0036829139047256814
google	268	ibm	0.003578495170454528
google	184	distributed web crawling	0.0035307183389958106
google	465	python (programming language)	0.003480525347892831
google	59	boolean algebra	0.0033911342954738044
google	313	java (programming language)	0.003331850012467642
google	297	inktomi (company)	0.0032462209095200944
google	614	viewzi	0.003135669260456186
google	309	j. c. r. licklider	0.0029662170548032146
google	200	emanuel goldberg	0.002934906145659914
google	460	programming paradigm	0.002862214011711926
google	636	web scraping	0.0026907690078902245
google	293	information technology	0.002524850437913441
google	651	xml-retrieval	0.0025172946895173297
google	276	index (search engine)	0.002473537413724291
google	517	search engine indexing	0.002473537413724291
google	496	rule of inference	0.002364637571015946
google	419	open directory project	0.002340214901761287
google	263	hotbot	0.0023309561862241974
google	190	dot-com bubble	0.00229204594814319
google	623	web archiving	0.0022718907164939665
google	446	power transformer	0.002118366791941428
google	133	customer relationship management	0.0020977086006176786
google	219	facebook	0.00209459491215503
google	287	information overload	0.002076785406443596
google	411	olap cube	0.001971081810613564
google	204	europe	0.001967170838775775
google	428	orthogonality	0.0019077776294560683
google	414	online analytical processing	0.0019046828940260457
google	418	opensearch	0.0019019909788662189
google	239	genieknows	0.0019004943558714777
google	621	wearable computer	0.0018861036338343527
google	9	actuate corporation	0.0018365502750627945
google	296	initial public offering	0.0018098118411118548
google	430	outline of information science	0.001766919668680703
google	209	excite	0.0017081476047445482
google	356	magellan (search engine)	0.0017081476047445482
google	641	website mirroring software	0.0016591828537157486
